Tilda UID,Brand,SKU,Offers ID,Mark,Category,Title,Description,Text,Photo,Price,Quantity,Price Old,Editions,Modifications,External ID,Parent UID,Weight,Length,Width,Height,Url,Tabs:1
KOROBPODACH.1N983;ТД РУССтанкоСбыт;KOROBPODACH.1N983;;Узлы токарных станков;Узлы токарных станков>>>Коробки подач;Коробка подач станка 1Н983 (ремонтный комплект);Ремонтный комплект коробки подач для станка 1Н983 с полным набором шестерен и валов;Полный комплект для ремонта коробки подач;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;0;1;;;Параметр1:Коробки подач;r0ZXBxgnV7IfEEzvk9Z9;;0;0;0;0;http://project17325576.tilda.ws/tproduct/952783106832-korobka-podach-stanka-1n983-remontnii-ko,,KOROBPODACH.1N983;ТД РУССтанкоСбыт;KOROBPODACH.1N983;;Узлы токарных станков;Узлы токарных станков>>>Коробки подач;Коробка подач станка 1Н983 (ремонтный комплект);Ремонтный комплект коробки подач для станка 1Н983 с полным набором шестерен и валов;Полный комплект для ремонта коробки подач;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;0;1;;;Параметр1:Коробки подач;r0ZXBxgnV7IfEEzvk9Z9;;0;0;0;0;http://project17325576.tilda.ws/tproduct/952783106832-korobka-podach-stanka-1n983-remontnii-ko,,,,,,,,,,,,,,,,,,,,
KOROBPODACH.DIP300;ТД РУССтанкоСбыт;KOROBPODACH.DIP300;;Узлы токарных станков;Узлы токарных станков>>>Коробки подач;Коробка подач станка ДИП300 (шестерни + валы);Комплект коробки подач для станка ДИП300,,KOROBPODACH.DIP300;ТД РУССтанкоСбыт;KOROBPODACH.DIP300;;Узлы токарных станков;Узлы токарных станков>>>Коробки подач;Коробка подач станка ДИП300 (шестерни + валы);Комплект коробки подач для станка ДИП300,,,,,,,,,,,,,,,,,,,,
STANOK.RT5001;ТД РУССтанкоСбыт;STANOK.RT5001;;Станки;Станки>>>Станки для железнодорожной отрасли;Станок специальный лентобандажировочный РТ5001;;;;0;;;;;Fi6YeZu2xD4zBIO3LR0j;;0;0;0;0;http://project17325576.tilda.ws/tproduct/399826810762-stanok-spetsialnii-lentobandazhirovochni,,STANOK.RT5001;ТД РУССтанкоСбыт;STANOK.RT5001;;Станки;Станки>>>Станки для железнодорожной отрасли;Станок специальный лентобандажировочный РТ5001;;;;0;;;;;Fi6YeZu2xD4zBIO3LR0j;;0;0;0;0;http://project17325576.tilda.ws/tproduct/399826810762-stanok-spetsialnii-lentobandazhirovochni,,,,,,,,,,,,,,,,,,,,
STANOK.RT5003;ТД РУССтанкоСбыт;STANOK.RT5003;;Станки;Станки>>>Станки для железнодорожной отрасли;Станок специальный лентобандажировочный РТ5003;;;;0;;;;;i4otlvB8h8ILSL73aeCd;;0;0;0;0;http://project17325576.tilda.ws/tproduct/399470923682-stanok-spetsialnii-lentobandazhirovochni,,STANOK.RT5003;ТД РУССтанкоСбыт;STANOK.RT5003;;Станки;Станки>>>Станки для железнодорожной отрасли;Станок специальный лентобандажировочный РТ5003;;;;0;;;;;i4otlvB8h8ILSL73aeCd;;0;0;0;0;http://project17325576.tilda.ws/tproduct/399470923682-stanok-spetsialnii-lentobandazhirovochni,,,,,,,,,,,,,,,,,,,,
STANOK.RT5004;ТД РУССтанкоСбыт;STANOK.RT5004;;Станки;Станки>>>Станки для железнодорожной отрасли;Специальный бандажировочный станок РТ5004;;;;0;;;;;bRTgBHRHNzufxCeYXsFs;;0;0;0;0;http://project17325576.tilda.ws/tproduct/954562736102-spetsialnii-bandazhirovochnii-stanok-rt5,,STANOK.RT5004;ТД РУССтанкоСбыт;STANOK.RT5004;;Станки;Станки>>>Станки для железнодорожной отрасли;Специальный бандажировочный станок РТ5004;;;;0;;;;;bRTgBHRHNzufxCeYXsFs;;0;0;0;0;http://project17325576.tilda.ws/tproduct/954562736102-spetsialnii-bandazhirovochnii-stanok-rt5,,,,,,,,,,,,,,,,,,,,
STANOK.RT301;ТД РУССтанкоСбыт;STANOK.RT301;;Станки;Станки>>>Станки для железнодорожной отрасли;Специальный токарно-накатной станок РТ301;;;;0;;;;;GTFyzgjP1mZ2ObsvUl2P;;0;0;0;0;http://project17325576.tilda.ws/tproduct/152815855032-spetsialnii-tokarno-nakatnoi-stanok-rt30,,STANOK.RT301;ТД РУССтанкоСбыт;STANOK.RT301;;Станки;Станки>>>Станки для железнодорожной отрасли;Специальный токарно-накатной станок РТ301;;;;0;;;;;GTFyzgjP1mZ2ObsvUl2P;;0;0;0;0;http://project17325576.tilda.ws/tproduct/152815855032-spetsialnii-tokarno-nakatnoi-stanok-rt30,,,,,,,,,,,,,,,,,,,,
STANOK.RT301.01;ТД РУССтанкоСбыт;STANOK.RT301.01;;Станки;Станки>>>Станки для железнодорожной отрасли;Специальный токарно-накатной станок РТ301.01;;;;0;;;;;Ku9pl2Gez5Uf8MTUdHih;;0;0;0;0;http://project17325576.tilda.ws/tproduct/806671398022-spetsialnii-tokarno-nakatnoi-stanok-rt30,,STANOK.RT301.01;ТД РУССтанкоСбыт;STANOK.RT301.01;;Станки;Станки>>>Станки для железнодорожной отрасли;Специальный токарно-накатной станок РТ301.01;;;;0;;;;;Ku9pl2Gez5Uf8MTUdHih;;0;0;0;0;http://project17325576.tilda.ws/tproduct/806671398022-spetsialnii-tokarno-nakatnoi-stanok-rt30,,,,,,,,,,,,,,,,,,,,
STANOK.RT301.02;ТД РУССтанкоСбыт;STANOK.RT301.02;;Станки;Станки>>>Станки для железнодорожной отрасли;Специальный токарно-накатной станок РТ301.02;;;;0;;;;;9rCHCOd0J6NfzDP9Ft6p;;0;0;0;0;http://project17325576.tilda.ws/tproduct/122998059832-spetsialnii-tokarno-nakatnoi-stanok-rt30,,STANOK.RT301.02;ТД РУССтанкоСбыт;STANOK.RT301.02;;Станки;Станки>>>Станки для железнодорожной отрасли;Специальный токарно-накатной станок РТ301.02;;;;0;;;;;9rCHCOd0J6NfzDP9Ft6p;;0;0;0;0;http://project17325576.tilda.ws/tproduct/122998059832-spetsialnii-tokarno-nakatnoi-stanok-rt30,,,,,,,,,,,,,,,,,,,,
STANOK.РТ917;ТД РУССтанкоСбыт;STANOK.РТ917;Станки;Станки>>>Станки для железнодорожной отрасли;Специальный токарно-накатной станок РТ917;;;;0;;;;;2oO7KbEIbb3d237UTm4c;;0;0;0;0;http://project17325576.tilda.ws/tproduct/683011480362-spetsialnii-tokarno-nakatnoi-stanok-rt91;,,STANOK.РТ917;ТД РУССтанкоСбыт;STANOK.РТ917;Станки;Станки>>>Станки для железнодорожной отрасли;Специальный токарно-накатной станок РТ917;;;;0;;;;;2oO7KbEIbb3d237UTm4c;;0;0;0;0;http://project17325576.tilda.ws/tproduct/683011480362-spetsialnii-tokarno-nakatnoi-stanok-rt91;,,,,,,,,,,,,,,,,,,,,
STANOK.16k20;ТД РУССтанкоСбыт;STANOK.16k20;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок 16К20;;;;0;;;;;6xntGexE7MiKZJGZfbPK;;0;0;0;0;http://project17325576.tilda.ws/tproduct/389457264852-tokarno-vintoreznii-stanok-16k20,,STANOK.16k20;ТД РУССтанкоСбыт;STANOK.16k20;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок 16К20;;;;0;;;;;6xntGexE7MiKZJGZfbPK;;0;0;0;0;http://project17325576.tilda.ws/tproduct/389457264852-tokarno-vintoreznii-stanok-16k20,,,,,,,,,,,,,,,,,,,,
STANOK.16r25;ТД РУССтанкоСбыт;STANOK.16r25;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок 16Р25;;;;0;;;;;voSGOZE5ukn07XCcchOI;;0;0;0;0;http://project17325576.tilda.ws/tproduct/173575719642-tokarno-vintoreznii-stanok-16r25,,STANOK.16r25;ТД РУССтанкоСбыт;STANOK.16r25;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок 16Р25;;;;0;;;;;voSGOZE5ukn07XCcchOI;;0;0;0;0;http://project17325576.tilda.ws/tproduct/173575719642-tokarno-vintoreznii-stanok-16r25,,,,,,,,,,,,,,,,,,,,
STANOK.1m63n;ТД РУССтанкоСбыт;STANOK.1m63n;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок 1М63Н (ДИП-300,,STANOK.1m63n;ТД РУССтанкоСбыт;STANOK.1m63n;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок 1М63Н (ДИП-300,,,,,,,,,,,,,,,,,,,,
STANOK.16k40;ТД РУССтанкоСбыт;STANOK.16k40;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок 16К40;;;;0;;;;;H90I2BXBCJf5ACGbXXF1;;0;0;0;0;http://project17325576.tilda.ws/tproduct/779784214312-tokarno-vintoreznii-stanok-16k40,,STANOK.16k40;ТД РУССтанкоСбыт;STANOK.16k40;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок 16К40;;;;0;;;;;H90I2BXBCJf5ACGbXXF1;;0;0;0;0;http://project17325576.tilda.ws/tproduct/779784214312-tokarno-vintoreznii-stanok-16k40,,,,,,,,,,,,,,,,,,,,
STANOK.165;ТД РУССтанкоСбыт;STANOK.165;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок 1Н65 (ДИП-500,,STANOK.165;ТД РУССтанкоСбыт;STANOK.165;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок 1Н65 (ДИП-500,,,,,,,,,,,,,,,,,,,,
STANOK.rt117;ТД РУССтанкоСбыт;STANOK.rt117;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок РТ117;;;;0;;;;;6lSH1D9OeNidOm3hGsrF;;0;0;0;0;http://project17325576.tilda.ws/tproduct/239289993492-tokarno-vintoreznii-stanok-rt117,,STANOK.rt117;ТД РУССтанкоСбыт;STANOK.rt117;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок РТ117;;;;0;;;;;6lSH1D9OeNidOm3hGsrF;;0;0;0;0;http://project17325576.tilda.ws/tproduct/239289993492-tokarno-vintoreznii-stanok-rt117,,,,,,,,,,,,,,,,,,,,
STANOK.rt817;ТД РУССтанкоСбыт;STANOK.rt817;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок РТ817;;;;0;;;;;VxIepRf3xpSnbTDjHeEL;;0;0;0;0;http://project17325576.tilda.ws/tproduct/489584545172-tokarno-vintoreznii-stanok-rt817,,STANOK.rt817;ТД РУССтанкоСбыт;STANOK.rt817;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок РТ817;;;;0;;;;;VxIepRf3xpSnbTDjHeEL;;0;0;0;0;http://project17325576.tilda.ws/tproduct/489584545172-tokarno-vintoreznii-stanok-rt817,,,,,,,,,,,,,,,,,,,,
"STANOK.16m30f3;ТД РУССтанкоСбыт;STANOK.16m30f3;;Станки;Станки>>>Станки с ЧПУ;Станок токарный патронно-центровой с числовым программным управлением 16М30Ф3;Станок токарный патронно-центровой с ЧПУ 16М30Ф3 для высокоточной обработки деталей диаметром до 630 мм, оснащённый приводом 18,5 кВт и 12-позиционной револьверной головкой.;Станок токарный патронно-центровой с числовым программным управлением 16М30Ф3 предназначен для высокоточной токарной обработки средних и крупногабаритных деталей в условиях серийного и мелкосерийного производства. Конструкция станка обеспечивает жёсткость, стабильность геометрии и устойчивую точность при длительной эксплуатации, что делает его оптимальным решением для машиностроения, энергетики, железнодорожной отрасли, нефтегазового и транспортного машиностроения. Масса станка около 6800 кг в сочетании с мощным приводом главного движения 18,5 кВт позволяет уверенно обрабатывать тяжёлые заготовки при сохранении высокой точности и чистоты поверхности. Станок рассчитан на обработку заготовок диаметром до 630 мм над станиной и до 355 мм над суппортом при длине до 1500 мм. Диапазон частот вращения шпинделя составляет примерно 31,5–1600 об/мин, что даёт возможность как черновой высокопроизводительной обработки, так и чистовых высокоточных проходов. Высокая точность позиционирования по осям и повторяемость обеспечивают стабильное получение размеров в узких допусках, а также надёжную работу в автоматических циклах. Инструментальное оснащение станка включает 12-позиционную револьверную головку, что расширяет возможности по размещению режущего инструмента и сокращает переналадку между операциями. Применение современных систем ЧПУ FANUC 0i-TF или Siemens 840D sl обеспечивает поддержку стандартных и пользовательских циклов обработки, гибкое программирование и удобный интерфейс для оператора. По сравнению с базовыми моделями линейки, такими как 16А20Ф3, станок 16М30Ф3 имеет увеличенный диаметр обработки, более мощный привод и расширенное количество инструментальных позиций в револьверной головке. Станок может быть дооснащён системой подачи СОЖ, люнетами и специальной оснасткой по ТЗ заказчика.;;0;;;;;X9FGbA6DGyrbXVhojyJx;;0;0;0;0;http://project17325576.tilda.ws/tproduct/234475653572-stanok-tokarnii-patronno-tsentrovoi-s-ch",,"STANOK.16m30f3;ТД РУССтанкоСбыт;STANOK.16m30f3;;Станки;Станки>>>Станки с ЧПУ;Станок токарный патронно-центровой с числовым программным управлением 16М30Ф3;Станок токарный патронно-центровой с ЧПУ 16М30Ф3 для высокоточной обработки деталей диаметром до 630 мм, оснащённый приводом 18,5 кВт и 12-позиционной револьверной головкой.;Станок токарный патронно-центровой с числовым программным управлением 16М30Ф3 предназначен для высокоточной токарной обработки средних и крупногабаритных деталей в условиях серийного и мелкосерийного производства. Конструкция станка обеспечивает жёсткость, стабильность геометрии и устойчивую точность при длительной эксплуатации, что делает его оптимальным решением для машиностроения, энергетики, железнодорожной отрасли, нефтегазового и транспортного машиностроения. Масса станка около 6800 кг в сочетании с мощным приводом главного движения 18,5 кВт позволяет уверенно обрабатывать тяжёлые заготовки при сохранении высокой точности и чистоты поверхности. Станок рассчитан на обработку заготовок диаметром до 630 мм над станиной и до 355 мм над суппортом при длине до 1500 мм. Диапазон частот вращения шпинделя составляет примерно 31,5–1600 об/мин, что даёт возможность как черновой высокопроизводительной обработки, так и чистовых высокоточных проходов. Высокая точность позиционирования по осям и повторяемость обеспечивают стабильное получение размеров в узких допусках, а также надёжную работу в автоматических циклах. Инструментальное оснащение станка включает 12-позиционную револьверную головку, что расширяет возможности по размещению режущего инструмента и сокращает переналадку между операциями. Применение современных систем ЧПУ FANUC 0i-TF или Siemens 840D sl обеспечивает поддержку стандартных и пользовательских циклов обработки, гибкое программирование и удобный интерфейс для оператора. По сравнению с базовыми моделями линейки, такими как 16А20Ф3, станок 16М30Ф3 имеет увеличенный диаметр обработки, более мощный привод и расширенное количество инструментальных позиций в револьверной головке. Станок может быть дооснащён системой подачи СОЖ, люнетами и специальной оснасткой по ТЗ заказчика.;;0;;;;;X9FGbA6DGyrbXVhojyJx;;0;0;0;0;http://project17325576.tilda.ws/tproduct/234475653572-stanok-tokarnii-patronno-tsentrovoi-s-ch",,,,,,,,,,,,,,,,,,,,
"STANOK.rt755f3;ТД РУССтанкоСбыт;STANOK.rt755f3;;Станки;Станки>>>Станки с ЧПУ;Станок токарный патронно-центровой с числовым программным управлением РТ755Ф3;Станок токарный патронно-центровой с ЧПУ РТ755Ф3 для обработки крупногабаритных деталей диаметром до 1060 мм и длиной до 3200 мм.;Станок токарный патронно-центровой с числовым программным управлением РТ755Ф3 предназначен для высокопроизводительной обработки крупногабаритных и тяжёлых деталей в условиях крупносерийного и серийного производства. Мощная станина и усиленная конструкция обеспечивают высокую жёсткость и устойчивость при работе с массивными заготовками, снижая вибрации и повышая стабильность размеров. Наибольший диаметр обрабатываемой заготовки над станиной достигает примерно 1060 мм, над суппортом — порядка 650 мм, а максимальная длина — около 3200 мм, что позволяет обрабатывать длинные валы, детали энергетического и нефтегазового оборудования, элементы судостроения. Частота вращения шпинделя находится в диапазоне порядка 5–500 об/мин, что оптимально для тяжёлых режимов резания и обеспечивает необходимый крутящий момент. Главный привод мощностью около 30 кВт рассчитан на интенсивную эксплуатацию в многосменном режиме. Система ЧПУ поддерживает сложные программы обработки, включая многоступенчатые переходы, нарезание резьб, обработку фасонных поверхностей и комбинированные циклы. РТ755Ф3 широко применяется в тяжёлом машиностроении, судостроении, нефтегазовой и энергетической отраслях.;;0;;;;;NOE119CS0DrvpdxpEiaj;;0;0;0;0;http://project17325576.tilda.ws/tproduct/149686262962-stanok-tokarnii-patronno-tsentrovoi-s-ch",,"STANOK.rt755f3;ТД РУССтанкоСбыт;STANOK.rt755f3;;Станки;Станки>>>Станки с ЧПУ;Станок токарный патронно-центровой с числовым программным управлением РТ755Ф3;Станок токарный патронно-центровой с ЧПУ РТ755Ф3 для обработки крупногабаритных деталей диаметром до 1060 мм и длиной до 3200 мм.;Станок токарный патронно-центровой с числовым программным управлением РТ755Ф3 предназначен для высокопроизводительной обработки крупногабаритных и тяжёлых деталей в условиях крупносерийного и серийного производства. Мощная станина и усиленная конструкция обеспечивают высокую жёсткость и устойчивость при работе с массивными заготовками, снижая вибрации и повышая стабильность размеров. Наибольший диаметр обрабатываемой заготовки над станиной достигает примерно 1060 мм, над суппортом — порядка 650 мм, а максимальная длина — около 3200 мм, что позволяет обрабатывать длинные валы, детали энергетического и нефтегазового оборудования, элементы судостроения. Частота вращения шпинделя находится в диапазоне порядка 5–500 об/мин, что оптимально для тяжёлых режимов резания и обеспечивает необходимый крутящий момент. Главный привод мощностью около 30 кВт рассчитан на интенсивную эксплуатацию в многосменном режиме. Система ЧПУ поддерживает сложные программы обработки, включая многоступенчатые переходы, нарезание резьб, обработку фасонных поверхностей и комбинированные циклы. РТ755Ф3 широко применяется в тяжёлом машиностроении, судостроении, нефтегазовой и энергетической отраслях.;;0;;;;;NOE119CS0DrvpdxpEiaj;;0;0;0;0;http://project17325576.tilda.ws/tproduct/149686262962-stanok-tokarnii-patronno-tsentrovoi-s-ch",,,,,,,,,,,,,,,,,,,,
"STANOK.rt305m;ТД РУССтанкоСбыт;STANOK.rt305m;;Станки;Станки>>>Станки с ЧПУ;Станок токарно-давильный с числовым программным управлением РТ305М;Станок токарно-давильный с ЧПУ РТ305М для комбинированной токарной и давильной обработки деталей вращения по программируемым траекториям.;Станок токарно-давильный с числовым программным управлением РТ305М предназначен для комбинированной токарной и давильной обработки тонкостенных и массивных заготовок вращения. Он позволяет в одном установе выполнять точение, формообразующее давление роликами и гибку, что сокращает количество переустановок и повышает точность получения конечного профиля. Благодаря применению системы ЧПУ оператор задаёт траектории движения инструмента и давильных роликов, обеспечивая повторяемость и стабильность результатов при серийном и мелкосерийном производстве. Конструкция станка рассчитана на высокие радиальные нагрузки, возникающие при давильных операциях, и обеспечивает жёсткость, необходимую для работы с различными марками сталей и цветных сплавов. РТ305М применяется при изготовлении обечаек, фланцев, корпусных деталей, элементов резервуаров и других изделий, где требуется точное формирование наружных и внутренних поверхностей вращения. Использование ЧПУ позволяет реализовывать сложные профили и быстро переналаживать станок под новые изделия на основании сохранённых программ.;;0;;;;;lxxMxLGbXX8ah5vci6ki;;0;0;0;0;http://project17325576.tilda.ws/tproduct/808909080772-stanok-tokarno-davilnii-s-chislovim-prog",,"STANOK.rt305m;ТД РУССтанкоСбыт;STANOK.rt305m;;Станки;Станки>>>Станки с ЧПУ;Станок токарно-давильный с числовым программным управлением РТ305М;Станок токарно-давильный с ЧПУ РТ305М для комбинированной токарной и давильной обработки деталей вращения по программируемым траекториям.;Станок токарно-давильный с числовым программным управлением РТ305М предназначен для комбинированной токарной и давильной обработки тонкостенных и массивных заготовок вращения. Он позволяет в одном установе выполнять точение, формообразующее давление роликами и гибку, что сокращает количество переустановок и повышает точность получения конечного профиля. Благодаря применению системы ЧПУ оператор задаёт траектории движения инструмента и давильных роликов, обеспечивая повторяемость и стабильность результатов при серийном и мелкосерийном производстве. Конструкция станка рассчитана на высокие радиальные нагрузки, возникающие при давильных операциях, и обеспечивает жёсткость, необходимую для работы с различными марками сталей и цветных сплавов. РТ305М применяется при изготовлении обечаек, фланцев, корпусных деталей, элементов резервуаров и других изделий, где требуется точное формирование наружных и внутренних поверхностей вращения. Использование ЧПУ позволяет реализовывать сложные профили и быстро переналаживать станок под новые изделия на основании сохранённых программ.;;0;;;;;lxxMxLGbXX8ah5vci6ki;;0;0;0;0;http://project17325576.tilda.ws/tproduct/808909080772-stanok-tokarno-davilnii-s-chislovim-prog",,,,,,,,,,,,,,,,,,,,
